Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2019-08-01T00:00Z,182,178,moderate
2019-08-01T00:30Z,177,174,moderate
2019-08-01T01:00Z,182,170,moderate
2019-08-01T01:30Z,188,197,moderate
2019-08-01T02:00Z,189,199,moderate
2019-08-01T02:30Z,190,193,moderate
2019-08-01T03:00Z,180,186,moderate
2019-08-01T03:30Z,180,189,moderate
2019-08-01T04:00Z,187,182,moderate
2019-08-01T04:30Z,193,183,moderate
2019-08-01T05:00Z,210,193,moderate
2019-08-01T05:30Z,227,206,moderate
2019-08-01T06:00Z,244,222,moderate
2019-08-01T06:30Z,255,235,moderate
2019-08-01T07:00Z,261,254,high
2019-08-01T07:30Z,264,262,high
2019-08-01T08:00Z,260,265,high
2019-08-01T08:30Z,259,262,moderate
2019-08-01T09:00Z,258,255,moderate
2019-08-01T09:30Z,257,253,moderate
2019-08-01T10:00Z,251,254,moderate
2019-08-01T10:30Z,250,249,moderate
2019-08-01T11:00Z,249,244,moderate
2019-08-01T11:30Z,244,239,moderate
2019-08-01T12:00Z,241,245,moderate
2019-08-01T12:30Z,241,237,moderate
2019-08-01T13:00Z,239,238,moderate
2019-08-01T13:30Z,238,240,moderate
2019-08-01T14:00Z,239,234,moderate
2019-08-01T14:30Z,235,235,moderate
2019-08-01T15:00Z,233,233,moderate
2019-08-01T15:30Z,234,234,moderate
2019-08-01T16:00Z,235,230,moderate
2019-08-01T16:30Z,237,233,moderate
2019-08-01T17:00Z,244,235,moderate
2019-08-01T17:30Z,250,239,moderate
2019-08-01T18:00Z,255,250,moderate
2019-08-01T18:30Z,258,250,moderate
2019-08-01T19:00Z,258,257,moderate
2019-08-01T19:30Z,261,259,high
2019-08-01T20:00Z,264,260,high
2019-08-01T20:30Z,267,265,high
2019-08-01T21:00Z,271,271,high
2019-08-01T21:30Z,274,273,high
2019-08-01T22:00Z,253,284,moderate
2019-08-01T22:30Z,234,276,moderate
2019-08-01T23:00Z,224,242,moderate
2019-08-01T23:30Z,219,228,moderate
2019-08-02T00:00Z,218,228,moderate
2019-08-02T00:30Z,221,223,moderate
2019-08-02T01:00Z,230,221,moderate
2019-08-02T01:30Z,243,225,moderate
2019-08-02T02:00Z,242,245,moderate
2019-08-02T02:30Z,242,249,moderate
2019-08-02T03:00Z,236,245,moderate
2019-08-02T03:30Z,229,243,moderate
2019-08-02T04:00Z,229,233,moderate
2019-08-02T04:30Z,227,229,moderate
2019-08-02T05:00Z,241,230,moderate
2019-08-02T05:30Z,255,231,moderate
2019-08-02T06:00Z,262,249,high
2019-08-02T06:30Z,264,263,high
2019-08-02T07:00Z,261,268,high
2019-08-02T07:30Z,258,265,moderate
2019-08-02T08:00Z,260,259,high
2019-08-02T08:30Z,259,255,moderate
2019-08-02T09:00Z,255,253,moderate
2019-08-02T09:30Z,250,251,moderate
2019-08-02T10:00Z,248,250,moderate
2019-08-02T10:30Z,248,245,moderate
2019-08-02T11:00Z,245,244,moderate
2019-08-02T11:30Z,241,247,moderate
2019-08-02T12:00Z,243,240,moderate
2019-08-02T12:30Z,241,237,moderate
2019-08-02T13:00Z,238,239,moderate
2019-08-02T13:30Z,238,239,moderate
2019-08-02T14:00Z,243,237,moderate
2019-08-02T14:30Z,246,236,moderate
2019-08-02T15:00Z,250,241,moderate
2019-08-02T15:30Z,257,246,moderate
2019-08-02T16:00Z,262,253,high
2019-08-02T16:30Z,264,258,high
2019-08-02T17:00Z,268,263,high
2019-08-02T17:30Z,272,267,high
2019-08-02T18:00Z,277,272,high
2019-08-02T18:30Z,283,274,high
2019-08-02T19:00Z,287,278,high
2019-08-02T19:30Z,291,284,high
2019-08-02T20:00Z,292,290,high
2019-08-02T20:30Z,293,295,high
2019-08-02T21:00Z,285,298,high
2019-08-02T21:30Z,282,298,high
2019-08-02T22:00Z,277,288,high
2019-08-02T22:30Z,263,285,high
2019-08-02T23:00Z,251,274,moderate
2019-08-02T23:30Z,244,262,moderate
2019-08-03T00:00Z,239,261,moderate
2019-08-03T00:30Z,238,245,moderate
2019-08-03T01:00Z,239,242,moderate
2019-08-03T01:30Z,238,241,moderate
2019-08-03T02:00Z,242,244,moderate
2019-08-03T02:30Z,245,241,moderate
2019-08-03T03:00Z,251,251,moderate
2019-08-03T03:30Z,251,251,moderate
2019-08-03T04:00Z,250,255,moderate
2019-08-03T04:30Z,246,256,moderate
2019-08-03T05:00Z,239,250,moderate
2019-08-03T05:30Z,234,248,moderate
2019-08-03T06:00Z,237,235,moderate
2019-08-03T06:30Z,244,233,moderate
2019-08-03T07:00Z,249,240,moderate
2019-08-03T07:30Z,249,248,moderate
2019-08-03T08:00Z,247,249,moderate
2019-08-03T08:30Z,243,247,moderate
2019-08-03T09:00Z,241,243,moderate
2019-08-03T09:30Z,234,233,moderate
2019-08-03T10:00Z,229,233,moderate
2019-08-03T10:30Z,221,227,moderate
2019-08-03T11:00Z,222,221,moderate
2019-08-03T11:30Z,220,223,moderate
2019-08-03T12:00Z,219,223,moderate
2019-08-03T12:30Z,221,221,moderate
2019-08-03T13:00Z,221,223,moderate
2019-08-03T13:30Z,223,224,moderate
2019-08-03T14:00Z,228,224,moderate
2019-08-03T14:30Z,231,225,moderate
2019-08-03T15:00Z,230,230,moderate
2019-08-03T15:30Z,235,234,moderate
2019-08-03T16:00Z,238,233,moderate
2019-08-03T16:30Z,238,238,moderate
2019-08-03T17:00Z,241,239,moderate
2019-08-03T17:30Z,244,240,moderate
2019-08-03T18:00Z,248,246,moderate
2019-08-03T18:30Z,254,245,moderate
2019-08-03T19:00Z,257,252,moderate
2019-08-03T19:30Z,262,257,high
2019-08-03T20:00Z,264,261,high
2019-08-03T20:30Z,266,267,high
2019-08-03T21:00Z,267,269,high
2019-08-03T21:30Z,261,271,high
2019-08-03T22:00Z,255,274,moderate
2019-08-03T22:30Z,247,263,moderate
2019-08-03T23:00Z,234,255,moderate
2019-08-03T23:30Z,223,242,moderate
2019-08-04T00:00Z,220,241,moderate
2019-08-04T00:30Z,218,223,moderate
2019-08-04T01:00Z,224,219,moderate
2019-08-04T01:30Z,224,221,moderate
2019-08-04T02:00Z,227,227,moderate
2019-08-04T02:30Z,230,225,moderate
2019-08-04T03:00Z,236,231,moderate
2019-08-04T03:30Z,242,233,moderate
2019-08-04T04:00Z,249,239,moderate
2019-08-04T04:30Z,244,248,moderate
2019-08-04T05:00Z,244,250,moderate
2019-08-04T05:30Z,241,246,moderate
2019-08-04T06:00Z,231,243,moderate
2019-08-04T06:30Z,221,242,moderate
2019-08-04T07:00Z,208,235,moderate
2019-08-04T07:30Z,205,218,moderate
2019-08-04T08:00Z,206,204,moderate
2019-08-04T08:30Z,207,204,moderate
2019-08-04T09:00Z,206,206,moderate
2019-08-04T09:30Z,206,202,moderate
2019-08-04T10:00Z,207,203,moderate
2019-08-04T10:30Z,206,203,moderate
2019-08-04T11:00Z,205,204,moderate
2019-08-04T11:30Z,204,204,moderate
2019-08-04T12:00Z,202,204,moderate
2019-08-04T12:30Z,200,203,moderate
2019-08-04T13:00Z,199,202,moderate
2019-08-04T13:30Z,200,200,moderate
2019-08-04T14:00Z,200,199,moderate
2019-08-04T14:30Z,201,201,moderate
2019-08-04T15:00Z,209,202,moderate
2019-08-04T15:30Z,214,206,moderate
2019-08-04T16:00Z,213,215,moderate
2019-08-04T16:30Z,211,217,moderate
2019-08-04T17:00Z,212,213,moderate
2019-08-04T17:30Z,214,212,moderate
2019-08-04T18:00Z,222,213,moderate
2019-08-04T18:30Z,224,214,moderate
2019-08-04T19:00Z,222,225,moderate
2019-08-04T19:30Z,221,225,moderate
2019-08-04T20:00Z,223,222,moderate
2019-08-04T20:30Z,228,221,moderate
2019-08-04T21:00Z,226,227,moderate
2019-08-04T21:30Z,217,231,moderate
2019-08-04T22:00Z,201,228,moderate
2019-08-04T22:30Z,184,216,moderate
2019-08-04T23:00Z,177,197,moderate
2019-08-04T23:30Z,171,179,moderate
2019-08-05T00:00Z,169,175,moderate
2019-08-05T00:30Z,167,168,moderate
2019-08-05T01:00Z,171,170,moderate
2019-08-05T01:30Z,181,168,moderate
2019-08-05T02:00Z,180,174,moderate
2019-08-05T02:30Z,178,187,moderate
2019-08-05T03:00Z,173,181,moderate
2019-08-05T03:30Z,170,179,moderate
2019-08-05T04:00Z,166,175,moderate
2019-08-05T04:30Z,170,174,moderate
2019-08-05T05:00Z,184,165,moderate
2019-08-05T05:30Z,205,174,moderate
2019-08-05T06:00Z,212,195,moderate
2019-08-05T06:30Z,214,215,moderate
2019-08-05T07:00Z,204,219,moderate
2019-08-05T07:30Z,199,214,moderate
2019-08-05T08:00Z,200,196,moderate
2019-08-05T08:30Z,194,198,moderate
2019-08-05T09:00Z,182,199,moderate
2019-08-05T09:30Z,178,188,moderate
2019-08-05T10:00Z,178,173,moderate
2019-08-05T10:30Z,175,171,moderate
2019-08-05T11:00Z,174,175,moderate
2019-08-05T11:30Z,169,174,moderate
2019-08-05T12:00Z,163,172,moderate
2019-08-05T12:30Z,163,162,moderate
