Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2019-09-01T00:00Z,108,108,low
2019-09-01T00:30Z,107,108,low
2019-09-01T01:00Z,111,107,low
2019-09-01T01:30Z,117,113,low
2019-09-01T02:00Z,119,120,low
2019-09-01T02:30Z,120,121,low
2019-09-01T03:00Z,114,128,low
2019-09-01T03:30Z,117,125,low
2019-09-01T04:00Z,116,117,low
2019-09-01T04:30Z,121,121,low
2019-09-01T05:00Z,124,120,low
2019-09-01T05:30Z,132,124,low
2019-09-01T06:00Z,127,126,low
2019-09-01T06:30Z,119,135,low
2019-09-01T07:00Z,113,124,low
2019-09-01T07:30Z,110,116,low
2019-09-01T08:00Z,106,109,low
2019-09-01T08:30Z,99,106,low
2019-09-01T09:00Z,98,101,low
2019-09-01T09:30Z,95,95,low
2019-09-01T10:00Z,96,95,low
2019-09-01T10:30Z,98,93,low
2019-09-01T11:00Z,102,95,low
2019-09-01T11:30Z,106,101,low
2019-09-01T12:00Z,115,105,low
2019-09-01T12:30Z,120,109,low
2019-09-01T13:00Z,115,121,low
2019-09-01T13:30Z,120,119,low
2019-09-01T14:00Z,126,116,low
2019-09-01T14:30Z,131,123,low
2019-09-01T15:00Z,127,130,low
2019-09-01T15:30Z,132,135,low
2019-09-01T16:00Z,144,127,low
2019-09-01T16:30Z,154,138,low
2019-09-01T17:00Z,168,153,moderate
2019-09-01T17:30Z,178,166,moderate
2019-09-01T18:00Z,188,180,moderate
2019-09-01T18:30Z,192,188,moderate
2019-09-01T19:00Z,199,191,moderate
2019-09-01T19:30Z,198,196,moderate
2019-09-01T20:00Z,195,203,moderate
2019-09-01T20:30Z,198,200,moderate
2019-09-01T21:00Z,195,198,moderate
2019-09-01T21:30Z,185,200,moderate
2019-09-01T22:00Z,174,195,moderate
2019-09-01T22:30Z,156,185,low
2019-09-01T23:00Z,141,171,low
2019-09-01T23:30Z,133,148,low
2019-09-02T00:00Z,131,145,low
2019-09-02T00:30Z,137,129,low
2019-09-02T01:00Z,144,134,low
2019-09-02T01:30Z,154,146,low
2019-09-02T02:00Z,159,151,low
2019-09-02T02:30Z,167,161,moderate
2019-09-02T03:00Z,176,170,moderate
2019-09-02T03:30Z,177,179,moderate
2019-09-02T04:00Z,163,179,moderate
2019-09-02T04:30Z,167,178,moderate
2019-09-02T05:00Z,181,161,moderate
2019-09-02T05:30Z,192,169,moderate
2019-09-02T06:00Z,203,188,moderate
2019-09-02T06:30Z,204,202,moderate
2019-09-02T07:00Z,197,208,moderate
2019-09-02T07:30Z,194,216,moderate
2019-09-02T08:00Z,186,194,moderate
2019-09-02T08:30Z,173,186,moderate
2019-09-02T09:00Z,160,178,moderate
2019-09-02T09:30Z,150,165,low
2019-09-02T10:00Z,154,151,low
2019-09-02T10:30Z,156,145,low
2019-09-02T11:00Z,154,156,low
2019-09-02T11:30Z,153,156,low
2019-09-02T12:00Z,154,154,low
2019-09-02T12:30Z,160,154,moderate
2019-09-02T13:00Z,164,160,moderate
2019-09-02T13:30Z,171,164,moderate
2019-09-02T14:00Z,172,170,moderate
2019-09-02T14:30Z,169,177,moderate
2019-09-02T15:00Z,166,173,moderate
2019-09-02T15:30Z,171,171,moderate
2019-09-02T16:00Z,178,168,moderate
2019-09-02T16:30Z,181,175,moderate
2019-09-02T17:00Z,180,182,moderate
2019-09-02T17:30Z,182,182,moderate
2019-09-02T18:00Z,181,170,moderate
2019-09-02T18:30Z,177,185,moderate
2019-09-02T19:00Z,175,180,moderate
2019-09-02T19:30Z,168,176,moderate
2019-09-02T20:00Z,156,173,low
2019-09-02T20:30Z,134,166,low
2019-09-02T21:00Z,116,151,low
2019-09-02T21:30Z,100,126,low
2019-09-02T22:00Z,95,110,low
2019-09-02T22:30Z,90,94,low
2019-09-02T23:00Z,89,92,low
2019-09-02T23:30Z,89,92,low
2019-09-03T00:00Z,95,95,low
2019-09-03T00:30Z,105,96,low
2019-09-03T01:00Z,106,107,low
2019-09-03T01:30Z,106,115,low
2019-09-03T02:00Z,104,112,low
2019-09-03T02:30Z,103,108,low
2019-09-03T03:00Z,104,101,low
2019-09-03T03:30Z,110,100,low
2019-09-03T04:00Z,111,107,low
2019-09-03T04:30Z,114,114,low
2019-09-03T05:00Z,129,112,low
2019-09-03T05:30Z,148,121,low
2019-09-03T06:00Z,171,137,moderate
2019-09-03T06:30Z,183,159,moderate
2019-09-03T07:00Z,188,185,moderate
2019-09-03T07:30Z,190,204,moderate
2019-09-03T08:00Z,188,193,moderate
2019-09-03T08:30Z,186,188,moderate
2019-09-03T09:00Z,188,183,moderate
2019-09-03T09:30Z,186,183,moderate
2019-09-03T10:00Z,184,189,moderate
2019-09-03T10:30Z,178,185,moderate
2019-09-03T11:00Z,178,179,moderate
2019-09-03T11:30Z,179,177,moderate
2019-09-03T12:00Z,176,181,moderate
2019-09-03T12:30Z,178,181,moderate
2019-09-03T13:00Z,175,182,moderate
2019-09-03T13:30Z,172,182,moderate
2019-09-03T14:00Z,174,177,moderate
2019-09-03T14:30Z,177,177,moderate
2019-09-03T15:00Z,182,177,moderate
