Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-04-01T00:00Z,253,300,moderate
2018-04-01T00:30Z,262,303,moderate
2018-04-01T01:00Z,268,309,moderate
2018-04-01T01:30Z,270,310,moderate
2018-04-01T02:00Z,270,308,moderate
2018-04-01T02:30Z,271,304,moderate
2018-04-01T03:00Z,273,301,moderate
2018-04-01T03:30Z,276,300,moderate
2018-04-01T04:00Z,277,302,moderate
2018-04-01T04:30Z,277,309,moderate
2018-04-01T05:00Z,278,315,moderate
2018-04-01T05:30Z,281,311,high
2018-04-01T06:00Z,291,302,high
2018-04-01T06:30Z,291,295,high
2018-04-01T07:00Z,293,303,high
2018-04-01T07:30Z,294,309,high
2018-04-01T08:00Z,290,318,high
2018-04-01T08:30Z,287,326,high
2018-04-01T09:00Z,293,328,high
2018-04-01T09:30Z,294,331,high
2018-04-01T10:00Z,293,332,high
2018-04-01T10:30Z,293,327,high
2018-04-01T11:00Z,293,327,high
2018-04-01T11:30Z,295,325,high
2018-04-01T12:00Z,296,325,high
2018-04-01T12:30Z,299,322,high
2018-04-01T13:00Z,301,320,high
2018-04-01T13:30Z,301,317,high
2018-04-01T14:00Z,304,318,high
2018-04-01T14:30Z,303,320,high
2018-04-01T15:00Z,306,321,high
2018-04-01T15:30Z,312,329,high
2018-04-01T16:00Z,316,332,high
2018-04-01T16:30Z,317,332,high
2018-04-01T17:00Z,315,332,high
2018-04-01T17:30Z,316,329,high
2018-04-01T18:00Z,317,323,high
2018-04-01T18:30Z,315,324,high
2018-04-01T19:00Z,315,325,high
2018-04-01T19:30Z,311,336,high
2018-04-01T20:00Z,305,339,high
2018-04-01T20:30Z,295,329,high
2018-04-01T21:00Z,283,316,high
2018-04-01T21:30Z,270,302,moderate
2018-04-01T22:00Z,249,285,moderate
2018-04-01T22:30Z,234,273,moderate
2018-04-01T23:00Z,214,262,moderate
2018-04-01T23:30Z,202,260,moderate
2018-04-02T00:00Z,202,255,moderate
2018-04-02T00:30Z,210,243,moderate
2018-04-02T01:00Z,217,255,moderate
2018-04-02T01:30Z,215,255,moderate
2018-04-02T02:00Z,208,247,moderate
2018-04-02T02:30Z,204,241,moderate
2018-04-02T03:00Z,198,236,moderate
2018-04-02T03:30Z,192,231,moderate
2018-04-02T04:00Z,182,225,moderate
2018-04-02T04:30Z,181,218,moderate
2018-04-02T05:00Z,172,214,low
2018-04-02T05:30Z,170,198,low
2018-04-02T06:00Z,166,179,low
2018-04-02T06:30Z,158,210,low
2018-04-02T07:00Z,157,225,low
2018-04-02T07:30Z,154,225,low
2018-04-02T08:00Z,159,225,low
2018-04-02T08:30Z,164,230,low
2018-04-02T09:00Z,168,233,low
2018-04-02T09:30Z,171,242,low
2018-04-02T10:00Z,171,241,low
2018-04-02T10:30Z,173,222,low
2018-04-02T11:00Z,173,217,low
2018-04-02T11:30Z,171,208,low
2018-04-02T12:00Z,172,204,low
2018-04-02T12:30Z,171,198,low
2018-04-02T13:00Z,168,190,low
2018-04-02T13:30Z,171,188,low
2018-04-02T14:00Z,174,194,low
2018-04-02T14:30Z,176,199,low
2018-04-02T15:00Z,180,196,moderate
2018-04-02T15:30Z,182,216,moderate
2018-04-02T16:00Z,191,228,moderate
2018-04-02T16:30Z,199,237,moderate
2018-04-02T17:00Z,205,243,moderate
2018-04-02T17:30Z,207,247,moderate
2018-04-02T18:00Z,208,252,moderate
2018-04-02T18:30Z,207,250,moderate
2018-04-02T19:00Z,209,248,moderate
2018-04-02T19:30Z,211,242,moderate
2018-04-02T20:00Z,210,222,moderate
2018-04-02T20:30Z,205,217,moderate
2018-04-02T21:00Z,188,206,moderate
2018-04-02T21:30Z,176,199,low
