Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2021-01-01T00:00Z,184,190,moderate
2021-01-01T00:30Z,187,181,moderate
2021-01-01T01:00Z,182,178,moderate
2021-01-01T01:30Z,178,175,moderate
2021-01-01T02:00Z,171,174,moderate
2021-01-01T02:30Z,167,163,moderate
2021-01-01T03:00Z,169,161,moderate
2021-01-01T03:30Z,164,154,moderate
2021-01-01T04:00Z,159,158,moderate
2021-01-01T04:30Z,155,154,moderate
2021-01-01T05:00Z,152,157,moderate
2021-01-01T05:30Z,152,156,moderate
2021-01-01T06:00Z,157,158,moderate
2021-01-01T06:30Z,158,155,moderate
2021-01-01T07:00Z,154,160,moderate
2021-01-01T07:30Z,156,170,moderate
2021-01-01T08:00Z,163,173,moderate
2021-01-01T08:30Z,171,171,moderate
2021-01-01T09:00Z,178,178,moderate
2021-01-01T09:30Z,188,185,moderate
2021-01-01T10:00Z,198,194,moderate
2021-01-01T10:30Z,200,199,moderate
2021-01-01T11:00Z,206,208,moderate
2021-01-01T11:30Z,210,214,moderate
2021-01-01T12:00Z,214,216,moderate
2021-01-01T12:30Z,217,220,moderate
2021-01-01T13:00Z,222,221,high
2021-01-01T13:30Z,227,228,high
2021-01-01T14:00Z,228,234,high
2021-01-01T14:30Z,239,243,high
2021-01-01T15:00Z,246,255,high
2021-01-01T15:30Z,247,261,high
2021-01-01T16:00Z,240,263,high
2021-01-01T16:30Z,249,259,high
2021-01-01T17:00Z,253,253,high
2021-01-01T17:30Z,256,246,high
2021-01-01T18:00Z,249,253,high
2021-01-01T18:30Z,248,253,high
2021-01-01T19:00Z,255,248,high
2021-01-01T19:30Z,249,240,high
2021-01-01T20:00Z,243,236,high
2021-01-01T20:30Z,236,244,high
2021-01-01T21:00Z,228,246,high
2021-01-01T21:30Z,217,238,moderate
2021-01-01T22:00Z,212,228,moderate
2021-01-01T22:30Z,203,219,moderate
2021-01-01T23:00Z,195,210,moderate
2021-01-01T23:30Z,192,200,moderate
2021-01-02T00:00Z,190,197,moderate
2021-01-02T00:30Z,192,191,moderate
2021-01-02T01:00Z,192,186,moderate
2021-01-02T01:30Z,186,183,moderate
2021-01-02T02:00Z,181,184,moderate
2021-01-02T02:30Z,179,180,moderate
2021-01-02T03:00Z,180,173,moderate
2021-01-02T03:30Z,176,165,moderate
2021-01-02T04:00Z,176,166,moderate
2021-01-02T04:30Z,173,169,moderate
2021-01-02T05:00Z,173,173,moderate
2021-01-02T05:30Z,171,177,moderate
2021-01-02T06:00Z,171,177,moderate
2021-01-02T06:30Z,180,183,moderate
2021-01-02T07:00Z,188,182,moderate
2021-01-02T07:30Z,191,185,moderate
2021-01-02T08:00Z,203,197,moderate
2021-01-02T08:30Z,216,213,moderate
2021-01-02T09:00Z,225,217,high
2021-01-02T09:30Z,228,221,high
2021-01-02T10:00Z,235,223,high
2021-01-02T10:30Z,242,227,high
2021-01-02T11:00Z,245,229,high
2021-01-02T11:30Z,243,233,high
2021-01-02T12:00Z,243,240,high
2021-01-02T12:30Z,247,241,high
2021-01-02T13:00Z,251,243,high
2021-01-02T13:30Z,259,245,high
2021-01-02T14:00Z,264,248,high
2021-01-02T14:30Z,266,253,high
2021-01-02T15:00Z,273,268,high
2021-01-02T15:30Z,276,284,high
2021-01-02T16:00Z,275,293,high
2021-01-02T16:30Z,271,291,high
2021-01-02T17:00Z,270,286,high
2021-01-02T17:30Z,270,275,high
2021-01-02T18:00Z,271,270,high
2021-01-02T18:30Z,268,261,high
2021-01-02T19:00Z,262,260,high
2021-01-02T19:30Z,257,256,high
2021-01-02T20:00Z,255,244,high
2021-01-02T20:30Z,248,240,high
2021-01-02T21:00Z,231,242,high
2021-01-02T21:30Z,220,237,high
2021-01-02T22:00Z,205,223,moderate
2021-01-02T22:30Z,193,210,moderate
2021-01-02T23:00Z,183,202,moderate
2021-01-02T23:30Z,177,190,moderate
2021-01-03T00:00Z,171,183,moderate
2021-01-03T00:30Z,174,179,moderate
2021-01-03T01:00Z,172,172,moderate
2021-01-03T01:30Z,165,163,moderate
2021-01-03T02:00Z,158,163,moderate
2021-01-03T02:30Z,158,159,moderate
2021-01-03T03:00Z,150,153,moderate
2021-01-03T03:30Z,145,151,moderate
2021-01-03T04:00Z,143,152,moderate
2021-01-03T04:30Z,144,141,moderate
2021-01-03T05:00Z,151,136,moderate
2021-01-03T05:30Z,152,139,moderate
2021-01-03T06:00Z,147,143,moderate
2021-01-03T06:30Z,153,153,moderate
2021-01-03T07:00Z,163,158,moderate
2021-01-03T07:30Z,166,156,moderate
2021-01-03T08:00Z,170,165,moderate
2021-01-03T08:30Z,177,176,moderate
2021-01-03T09:00Z,186,186,moderate
2021-01-03T09:30Z,197,195,moderate
2021-01-03T10:00Z,207,204,moderate
2021-01-03T10:30Z,214,205,moderate
2021-01-03T11:00Z,222,208,high
2021-01-03T11:30Z,231,214,high
2021-01-03T12:00Z,240,217,high
