Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2020-08-01T00:00Z,144,172,low
2020-08-01T00:30Z,157,160,moderate
2020-08-01T01:00Z,157,155,moderate
2020-08-01T01:30Z,153,146,moderate
2020-08-01T02:00Z,152,155,moderate
2020-08-01T02:30Z,151,161,moderate
2020-08-01T03:00Z,153,157,moderate
2020-08-01T03:30Z,156,154,moderate
2020-08-01T04:00Z,161,153,moderate
2020-08-01T04:30Z,174,155,moderate
2020-08-01T05:00Z,184,160,moderate
2020-08-01T05:30Z,180,163,moderate
2020-08-01T06:00Z,178,170,moderate
2020-08-01T06:30Z,171,184,moderate
2020-08-01T07:00Z,171,186,moderate
2020-08-01T07:30Z,171,182,moderate
2020-08-01T08:00Z,168,179,moderate
2020-08-01T08:30Z,167,172,moderate
2020-08-01T09:00Z,164,175,moderate
2020-08-01T09:30Z,159,170,moderate
2020-08-01T10:00Z,162,169,moderate
2020-08-01T10:30Z,165,168,moderate
2020-08-01T11:00Z,163,167,moderate
2020-08-01T11:30Z,162,165,moderate
2020-08-01T12:00Z,161,163,moderate
2020-08-01T12:30Z,166,164,moderate
2020-08-01T13:00Z,171,165,moderate
2020-08-01T13:30Z,173,168,moderate
2020-08-01T14:00Z,175,169,moderate
2020-08-01T14:30Z,172,182,moderate
2020-08-01T15:00Z,173,186,moderate
2020-08-01T15:30Z,181,188,moderate
2020-08-01T16:00Z,186,191,moderate
2020-08-01T16:30Z,192,185,moderate
2020-08-01T17:00Z,196,190,moderate
2020-08-01T17:30Z,197,197,moderate
2020-08-01T18:00Z,199,200,moderate
2020-08-01T18:30Z,199,203,moderate
2020-08-01T19:00Z,198,205,moderate
2020-08-01T19:30Z,199,207,moderate
2020-08-01T20:00Z,199,209,moderate
2020-08-01T20:30Z,200,206,moderate
2020-08-01T21:00Z,200,204,moderate
2020-08-01T21:30Z,193,204,moderate
2020-08-01T22:00Z,188,201,moderate
2020-08-01T22:30Z,189,202,moderate
2020-08-01T23:00Z,190,197,moderate
2020-08-01T23:30Z,189,195,moderate
2020-08-02T00:00Z,185,196,moderate
2020-08-02T00:30Z,181,196,moderate
2020-08-02T01:00Z,179,195,moderate
2020-08-02T01:30Z,180,190,moderate
2020-08-02T02:00Z,172,188,moderate
2020-08-02T02:30Z,169,181,moderate
2020-08-02T03:00Z,169,182,moderate
2020-08-02T03:30Z,170,182,moderate
2020-08-02T04:00Z,174,172,moderate
2020-08-02T04:30Z,175,172,moderate
2020-08-02T05:00Z,172,169,moderate
2020-08-02T05:30Z,168,177,moderate
2020-08-02T06:00Z,170,176,moderate
2020-08-02T06:30Z,163,173,moderate
2020-08-02T07:00Z,154,167,moderate
2020-08-02T07:30Z,151,165,moderate
2020-08-02T08:00Z,150,167,moderate
2020-08-02T08:30Z,151,155,moderate
2020-08-02T09:00Z,152,152,moderate
2020-08-02T09:30Z,149,151,low
2020-08-02T10:00Z,149,151,low
2020-08-02T10:30Z,160,152,moderate
2020-08-02T11:00Z,144,151,low
2020-08-02T11:30Z,142,151,low
2020-08-02T12:00Z,137,148,low
2020-08-02T12:30Z,137,146,low
2020-08-02T13:00Z,139,145,low
2020-08-02T13:30Z,138,147,low
2020-08-02T14:00Z,141,144,low
2020-08-02T14:30Z,149,149,low
2020-08-02T15:00Z,161,151,moderate
2020-08-02T15:30Z,174,156,moderate
2020-08-02T16:00Z,182,165,moderate
2020-08-02T16:30Z,189,173,moderate
2020-08-02T17:00Z,195,188,moderate
2020-08-02T17:30Z,200,196,moderate
2020-08-02T18:00Z,209,205,moderate
2020-08-02T18:30Z,209,212,moderate
2020-08-02T19:00Z,217,213,moderate
2020-08-02T19:30Z,215,218,moderate
2020-08-02T20:00Z,219,219,moderate
2020-08-02T20:30Z,222,219,moderate
2020-08-02T21:00Z,222,218,moderate
2020-08-02T21:30Z,221,212,moderate
2020-08-02T22:00Z,222,214,moderate
2020-08-02T22:30Z,223,220,moderate
2020-08-02T23:00Z,219,226,moderate
2020-08-02T23:30Z,213,232,moderate
2020-08-03T00:00Z,209,235,moderate
2020-08-03T00:30Z,217,224,moderate
2020-08-03T01:00Z,219,218,moderate
2020-08-03T01:30Z,217,213,moderate
2020-08-03T02:00Z,215,216,moderate
2020-08-03T02:30Z,217,221,moderate
2020-08-03T03:00Z,222,219,moderate
2020-08-03T03:30Z,227,219,moderate
2020-08-03T04:00Z,233,221,high
2020-08-03T04:30Z,231,231,high
2020-08-03T05:00Z,227,237,moderate
2020-08-03T05:30Z,237,242,high
2020-08-03T06:00Z,237,245,high
2020-08-03T06:30Z,235,237,high
2020-08-03T07:00Z,226,233,moderate
2020-08-03T07:30Z,221,234,moderate
2020-08-03T08:00Z,214,232,moderate
2020-08-03T08:30Z,209,224,moderate
2020-08-03T09:00Z,206,217,moderate
2020-08-03T09:30Z,198,214,moderate
2020-08-03T10:00Z,199,209,moderate
2020-08-03T10:30Z,196,208,moderate
