Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-09-01T00:00Z,205,192,moderate
2018-09-01T00:30Z,204,189,moderate
2018-09-01T01:00Z,201,184,moderate
2018-09-01T01:30Z,203,184,moderate
2018-09-01T02:00Z,202,182,moderate
2018-09-01T02:30Z,198,182,moderate
2018-09-01T03:00Z,203,181,moderate
2018-09-01T03:30Z,205,183,moderate
2018-09-01T04:00Z,209,186,moderate
2018-09-01T04:30Z,214,188,moderate
2018-09-01T05:00Z,216,192,moderate
2018-09-01T05:30Z,211,195,moderate
2018-09-01T06:00Z,215,202,moderate
2018-09-01T06:30Z,217,211,moderate
2018-09-01T07:00Z,226,217,moderate
2018-09-01T07:30Z,233,213,moderate
2018-09-01T08:00Z,239,218,moderate
2018-09-01T08:30Z,249,219,moderate
2018-09-01T09:00Z,250,223,moderate
2018-09-01T09:30Z,254,221,moderate
2018-09-01T10:00Z,253,219,moderate
2018-09-01T10:30Z,253,217,moderate
2018-09-01T11:00Z,252,212,moderate
2018-09-01T11:30Z,252,208,moderate
2018-09-01T12:00Z,250,206,moderate
2018-09-01T12:30Z,248,203,moderate
2018-09-01T13:00Z,247,200,moderate
2018-09-01T13:30Z,243,200,moderate
2018-09-01T14:00Z,242,200,moderate
2018-09-01T14:30Z,242,198,moderate
2018-09-01T15:00Z,241,202,moderate
2018-09-01T15:30Z,241,201,moderate
2018-09-01T16:00Z,244,207,moderate
2018-09-01T16:30Z,253,216,moderate
2018-09-01T17:00Z,257,229,moderate
2018-09-01T17:30Z,257,234,moderate
2018-09-01T18:00Z,252,241,moderate
2018-09-01T18:30Z,254,249,moderate
2018-09-01T19:00Z,257,251,moderate
2018-09-01T19:30Z,255,256,moderate
2018-09-01T20:00Z,255,257,moderate
2018-09-01T20:30Z,259,259,moderate
2018-09-01T21:00Z,251,258,moderate
2018-09-01T21:30Z,243,260,moderate
2018-09-01T22:00Z,231,248,moderate
2018-09-01T22:30Z,212,226,moderate
2018-09-01T23:00Z,203,215,moderate
2018-09-01T23:30Z,194,215,moderate
2018-09-02T00:00Z,185,210,moderate
2018-09-02T00:30Z,180,208,moderate
2018-09-02T01:00Z,172,204,low
2018-09-02T01:30Z,169,202,low
2018-09-02T02:00Z,164,198,low
2018-09-02T02:30Z,180,196,moderate
2018-09-02T03:00Z,180,192,moderate
2018-09-02T03:30Z,180,189,moderate
2018-09-02T04:00Z,177,184,low
2018-09-02T04:30Z,172,179,low
2018-09-02T05:00Z,174,174,low
2018-09-02T05:30Z,184,162,moderate
2018-09-02T06:00Z,184,156,moderate
2018-09-02T06:30Z,185,149,moderate
2018-09-02T07:00Z,185,149,moderate
2018-09-02T07:30Z,175,144,low
2018-09-02T08:00Z,179,150,low
2018-09-02T08:30Z,188,152,moderate
2018-09-02T09:00Z,189,156,moderate
2018-09-02T09:30Z,186,150,moderate
2018-09-02T10:00Z,178,151,low
2018-09-02T10:30Z,175,150,low
2018-09-02T11:00Z,175,150,low
2018-09-02T11:30Z,172,149,low
2018-09-02T12:00Z,172,149,low
2018-09-02T12:30Z,169,144,low
2018-09-02T13:00Z,164,144,low
2018-09-02T13:30Z,163,142,low
2018-09-02T14:00Z,162,143,low
2018-09-02T14:30Z,164,142,low
2018-09-02T15:00Z,170,144,low
2018-09-02T15:30Z,174,148,low
2018-09-02T16:00Z,186,162,moderate
2018-09-02T16:30Z,198,178,moderate
2018-09-02T17:00Z,210,195,moderate
2018-09-02T17:30Z,222,205,moderate
2018-09-02T18:00Z,230,220,moderate
2018-09-02T18:30Z,230,233,moderate
2018-09-02T19:00Z,232,240,moderate
2018-09-02T19:30Z,231,251,moderate
2018-09-02T20:00Z,234,256,moderate
2018-09-02T20:30Z,236,262,moderate
2018-09-02T21:00Z,242,262,moderate
2018-09-02T21:30Z,239,263,moderate
2018-09-02T22:00Z,230,254,moderate
2018-09-02T22:30Z,227,233,moderate
2018-09-02T23:00Z,222,224,moderate
2018-09-02T23:30Z,220,229,moderate
2018-09-03T00:00Z,221,227,moderate
2018-09-03T00:30Z,230,231,moderate
2018-09-03T01:00Z,230,232,moderate
2018-09-03T01:30Z,226,234,moderate
2018-09-03T02:00Z,219,234,moderate
2018-09-03T02:30Z,217,237,moderate
2018-09-03T03:00Z,212,238,moderate
2018-09-03T03:30Z,211,238,moderate
2018-09-03T04:00Z,209,237,moderate
2018-09-03T04:30Z,204,236,moderate
2018-09-03T05:00Z,227,239,moderate
2018-09-03T05:30Z,254,248,moderate
2018-09-03T06:00Z,264,262,moderate
2018-09-03T06:30Z,273,273,moderate
2018-09-03T07:00Z,289,279,high
2018-09-03T07:30Z,298,274,high
2018-09-03T08:00Z,301,275,high
2018-09-03T08:30Z,299,270,high
2018-09-03T09:00Z,298,269,high
2018-09-03T09:30Z,294,266,high
2018-09-03T10:00Z,292,263,high
2018-09-03T10:30Z,293,263,high
2018-09-03T11:00Z,292,262,high
2018-09-03T11:30Z,293,261,high
2018-09-03T12:00Z,293,263,high
2018-09-03T12:30Z,307,267,high
2018-09-03T13:00Z,312,262,high
2018-09-03T13:30Z,312,254,high
2018-09-03T14:00Z,314,255,high
2018-09-03T14:30Z,305,253,high
2018-09-03T15:00Z,311,262,high
2018-09-03T15:30Z,316,263,high
2018-09-03T16:00Z,315,271,high
2018-09-03T16:30Z,316,276,high
2018-09-03T17:00Z,314,285,high
2018-09-03T17:30Z,312,289,high
2018-09-03T18:00Z,313,289,high
2018-09-03T18:30Z,312,293,high
2018-09-03T19:00Z,310,294,high
2018-09-03T19:30Z,307,299,high
2018-09-03T20:00Z,304,300,high
2018-09-03T20:30Z,312,300,high
2018-09-03T21:00Z,302,295,high
2018-09-03T21:30Z,288,288,high
2018-09-03T22:00Z,278,273,moderate
2018-09-03T22:30Z,277,250,moderate
2018-09-03T23:00Z,272,238,moderate
2018-09-03T23:30Z,277,242,moderate
2018-09-04T00:00Z,276,238,moderate
2018-09-04T00:30Z,272,237,moderate
2018-09-04T01:00Z,265,236,moderate
2018-09-04T01:30Z,254,235,moderate
2018-09-04T02:00Z,243,233,moderate
2018-09-04T02:30Z,244,233,moderate
2018-09-04T03:00Z,247,232,moderate
2018-09-04T03:30Z,248,230,moderate
2018-09-04T04:00Z,250,229,moderate
2018-09-04T04:30Z,271,229,moderate
2018-09-04T05:00Z,283,234,high
2018-09-04T05:30Z,277,241,moderate
2018-09-04T06:00Z,289,257,high
2018-09-04T06:30Z,305,274,high
2018-09-04T07:00Z,317,285,high
2018-09-04T07:30Z,315,281,high
2018-09-04T08:00Z,319,283,high
2018-09-04T08:30Z,321,281,high
2018-09-04T09:00Z,322,282,high
2018-09-04T09:30Z,324,283,high
2018-09-04T10:00Z,324,282,high
2018-09-04T10:30Z,313,282,high
2018-09-04T11:00Z,317,278,high
2018-09-04T11:30Z,316,274,high
2018-09-04T12:00Z,313,270,high
2018-09-04T12:30Z,321,274,high
2018-09-04T13:00Z,318,271,high
2018-09-04T13:30Z,315,271,high
2018-09-04T14:00Z,311,272,high
2018-09-04T14:30Z,303,271,high
2018-09-04T15:00Z,301,272,high
2018-09-04T15:30Z,299,272,high
2018-09-04T16:00Z,304,276,high
2018-09-04T16:30Z,304,278,high
2018-09-04T17:00Z,302,284,high
2018-09-04T17:30Z,310,285,high
2018-09-04T18:00Z,307,285,high
2018-09-04T18:30Z,306,284,high
2018-09-04T19:00Z,305,283,high
2018-09-04T19:30Z,301,284,high
2018-09-04T20:00Z,303,287,high
2018-09-04T20:30Z,312,288,high
2018-09-04T21:00Z,311,281,high
2018-09-04T21:30Z,306,276,high
2018-09-04T22:00Z,288,262,high
2018-09-04T22:30Z,261,239,moderate
2018-09-04T23:00Z,248,225,moderate
2018-09-04T23:30Z,244,225,moderate
2018-09-05T00:00Z,241,220,moderate
2018-09-05T00:30Z,244,213,moderate
2018-09-05T01:00Z,252,211,moderate
2018-09-05T01:30Z,248,211,moderate
2018-09-05T02:00Z,247,209,moderate
2018-09-05T02:30Z,252,208,moderate
2018-09-05T03:00Z,251,209,moderate
2018-09-05T03:30Z,252,208,moderate
2018-09-05T04:00Z,255,207,moderate
2018-09-05T04:30Z,251,208,moderate
2018-09-05T05:00Z,264,215,moderate
2018-09-05T05:30Z,285,223,high
2018-09-05T06:00Z,304,241,high
2018-09-05T06:30Z,319,259,high
2018-09-05T07:00Z,325,269,high
2018-09-05T07:30Z,317,267,high
2018-09-05T08:00Z,315,270,high
2018-09-05T08:30Z,308,262,high
2018-09-05T09:00Z,316,258,high
2018-09-05T09:30Z,304,253,high
2018-09-05T10:00Z,308,247,high
2018-09-05T10:30Z,318,247,high
2018-09-05T11:00Z,317,245,high
2018-09-05T11:30Z,313,245,high
2018-09-05T12:00Z,312,244,high
2018-09-05T12:30Z,321,250,high
2018-09-05T13:00Z,319,246,high
2018-09-05T13:30Z,314,245,high
2018-09-05T14:00Z,311,246,high
2018-09-05T14:30Z,308,243,high
2018-09-05T15:00Z,312,247,high
2018-09-05T15:30Z,297,254,high
2018-09-05T16:00Z,301,263,high
2018-09-05T16:30Z,304,268,high
2018-09-05T17:00Z,304,275,high
2018-09-05T17:30Z,301,279,high
2018-09-05T18:00Z,297,281,high
2018-09-05T18:30Z,298,283,high
2018-09-05T19:00Z,298,284,high
2018-09-05T19:30Z,300,284,high
2018-09-05T20:00Z,302,287,high
2018-09-05T20:30Z,297,287,high
2018-09-05T21:00Z,288,278,high
2018-09-05T21:30Z,280,271,high
2018-09-05T22:00Z,271,254,moderate
2018-09-05T22:30Z,263,232,moderate
2018-09-05T23:00Z,256,217,moderate
2018-09-05T23:30Z,250,212,moderate
2018-09-06T00:00Z,254,205,moderate
2018-09-06T00:30Z,254,201,moderate
2018-09-06T01:00Z,254,200,moderate
2018-09-06T01:30Z,260,198,moderate
2018-09-06T02:00Z,259,198,moderate
2018-09-06T02:30Z,258,201,moderate
2018-09-06T03:00Z,255,203,moderate
2018-09-06T03:30Z,254,205,moderate
2018-09-06T04:00Z,259,206,moderate
2018-09-06T04:30Z,252,208,moderate
2018-09-06T05:00Z,262,219,moderate
2018-09-06T05:30Z,299,235,high
2018-09-06T06:00Z,312,254,high
2018-09-06T06:30Z,316,269,high
2018-09-06T07:00Z,319,280,high
2018-09-06T07:30Z,311,279,high
2018-09-06T08:00Z,312,278,high
2018-09-06T08:30Z,316,276,high
2018-09-06T09:00Z,306,276,high
2018-09-06T09:30Z,316,272,high
2018-09-06T10:00Z,322,271,high
2018-09-06T10:30Z,322,274,high
2018-09-06T11:00Z,320,275,high
