Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2018-08-01T00:00Z,188,131,moderate
2018-08-01T00:30Z,187,134,moderate
2018-08-01T01:00Z,187,134,moderate
2018-08-01T01:30Z,188,140,moderate
2018-08-01T02:00Z,185,140,moderate
2018-08-01T02:30Z,190,139,moderate
2018-08-01T03:00Z,193,142,moderate
2018-08-01T03:30Z,187,145,moderate
2018-08-01T04:00Z,190,150,moderate
2018-08-01T04:30Z,192,157,moderate
2018-08-01T05:00Z,201,164,moderate
2018-08-01T05:30Z,201,176,moderate
2018-08-01T06:00Z,204,188,moderate
2018-08-01T06:30Z,209,199,moderate
2018-08-01T07:00Z,209,206,moderate
2018-08-01T07:30Z,212,206,moderate
2018-08-01T08:00Z,218,206,moderate
2018-08-01T08:30Z,216,197,moderate
2018-08-01T09:00Z,216,192,moderate
2018-08-01T09:30Z,214,187,moderate
2018-08-01T10:00Z,213,185,moderate
2018-08-01T10:30Z,211,182,moderate
2018-08-01T11:00Z,210,181,moderate
2018-08-01T11:30Z,209,180,moderate
2018-08-01T12:00Z,213,181,moderate
2018-08-01T12:30Z,213,183,moderate
2018-08-01T13:00Z,211,183,moderate
2018-08-01T13:30Z,212,184,moderate
2018-08-01T14:00Z,209,186,moderate
2018-08-01T14:30Z,205,188,moderate
2018-08-01T15:00Z,210,191,moderate
2018-08-01T15:30Z,216,194,moderate
2018-08-01T16:00Z,218,199,moderate
2018-08-01T16:30Z,220,201,moderate
2018-08-01T17:00Z,214,206,moderate
2018-08-01T17:30Z,208,211,moderate
2018-08-01T18:00Z,207,209,moderate
2018-08-01T18:30Z,200,207,moderate
2018-08-01T19:00Z,197,205,moderate
2018-08-01T19:30Z,194,203,moderate
2018-08-01T20:00Z,197,201,moderate
2018-08-01T20:30Z,198,199,moderate
2018-08-01T21:00Z,197,197,moderate
2018-08-01T21:30Z,190,190,moderate
2018-08-01T22:00Z,183,180,moderate
2018-08-01T22:30Z,182,167,moderate
2018-08-01T23:00Z,175,153,low
